FID,SHAPE,BEZIRK,STRASSE,BEZUG,ONR,BIS,STIEGE,FRAKTION_PA,FRAKTION_BI,FRAKTION_DO,FRAKTION_G,FRAKTION_KV,FRAKTION_TEXT,URL_TEXT,SE_SDO_ROWID,SE_ANNO_CAD_DATA
ALTSTOFFSAMMLUNGOGD.3245,POINT (16.45291214102183 48.28275373083859),21,Pulkaugasse,neben,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3245,
ALTSTOFFSAMMLUNGOGD.3246,POINT (16.452177772043665 48.278575397454745),21,Pulkaugasse,neben,34,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3246,
ALTSTOFFSAMMLUNGOGD.3247,POINT (16.42085584896225 48.28696423917028),21,Rittingergasse,gegenüber,36,,,1,0,0,1,0," Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3247,
ALTSTOFFSAMMLUNGOGD.3248,POINT (16.414947219364254 48.257240748024806),21,Robert-Dienst-Gasse,vor,6,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3248,
ALTSTOFFSAMMLUNGOGD.3249,POINT (16.383899822833204 48.29110796786768),21,Roda-Roda-Gasse,bei,5,,,1,0,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3249,
ALTSTOFFSAMMLUNGOGD.3250,POINT (16.44591098281259 48.27705264324342),21,Rosannagasse,neben,32,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3250,
ALTSTOFFSAMMLUNGOGD.3251,POINT (16.385984959623546 48.2724196789229),21,Rudolf-Virchow-Straße,gegenüber,1,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3251,
ALTSTOFFSAMMLUNGOGD.3252,POINT (16.38418257160489 48.28869096796697),21,Rußbergstraße,vor,11,,,0,1,1,1,1," Altglas, Altmetall, Kunststoff, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3252,
ALTSTOFFSAMMLUNGOGD.3253,POINT (16.38763632455934 48.29268697024469),21,Rußbergstraße,vor,58,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3253,
ALTSTOFFSAMMLUNGOGD.3254,POINT (16.38848525767022 48.29536336542328),21,Rußbergstraße,neben,90,,,1,0,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3254,
ALTSTOFFSAMMLUNGOGD.3255,POINT (16.419150544132272 48.272819302463795),21,Ruthnergasse,vor,54,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3255,
ALTSTOFFSAMMLUNGOGD.3256,POINT (16.42053501226981 48.27373019154511),21,Ruthnergasse,neben,56,,,1,1,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3256,
ALTSTOFFSAMMLUNGOGD.3257,POINT (16.423134885643773 48.27753277124372),21,Ruthnergasse,vor,89,,,1,0,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3257,
ALTSTOFFSAMMLUNGOGD.3258,POINT (16.42353383086826 48.28661995753276),21,Salomongasse,gegenüber,25,,,1,0,1,0,1," Altmetall, Kunststoff, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3258,
ALTSTOFFSAMMLUNGOGD.3259,POINT (16.401294607549545 48.24649588481455),21,Sandrockgasse,gegenüber,28,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3259,
ALTSTOFFSAMMLUNGOGD.3260,POINT (16.404491541953842 48.24594949310929),21,Sandrockgasse,neben,49,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3260,
ALTSTOFFSAMMLUNGOGD.3261,POINT (16.40888097342268 48.244867532436146),21,Sandrockgasse,gegenüber,92,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3261,
ALTSTOFFSAMMLUNGOGD.3262,POINT (16.418722357103086 48.301330469982375),21,Sandtnergasse,vor,36,,,1,0,0,1,0," Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3262,
ALTSTOFFSAMMLUNGOGD.3263,POINT (16.423588594451612 48.257392323250365),21,Satzingerweg,gegenüber,42,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3263,
ALTSTOFFSAMMLUNGOGD.3264,POINT (16.42543769734007 48.25757328080507),21,Satzingerweg,gegenüber,69,,,1,0,1,1,1," Altpapier, Kunststoff, Altglas, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3264,
ALTSTOFFSAMMLUNGOGD.3265,POINT (16.43211342282885 48.25777500878827),21,Satzingerweg,gegenüber,83,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3265,
ALTSTOFFSAMMLUNGOGD.3266,POINT (16.40624508201866 48.25162228145763),21,Scheffelstraße,gegenüber,11,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3266,
ALTSTOFFSAMMLUNGOGD.3267,POINT (16.411007182265323 48.254894385483134),21,Schenkendorfgasse,gegenüber,49,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3267,
ALTSTOFFSAMMLUNGOGD.3268,POINT (16.448022502283777 48.276428645897404),21,Schererstraße,bei,32,,,1,0,1,1,1," Altmetall, Kunststoff, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3268,
ALTSTOFFSAMMLUNGOGD.3269,POINT (16.38262117149405 48.286919260138205),21,Scheydgasse,neben,5,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3269,
ALTSTOFFSAMMLUNGOGD.3270,POINT (16.379328499434422 48.27809097973644),21,Schlossergasse,gegenüber,3,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3270,
ALTSTOFFSAMMLUNGOGD.3271,POINT (16.40330143988463 48.256222485485935),21,Schloßhofer Straße,vor,33,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3271,
ALTSTOFFSAMMLUNGOGD.3272,POINT (16.432727747548643 48.267815461507965),21,Schönthalergasse,neben,4,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3272,
ALTSTOFFSAMMLUNGOGD.3273,POINT (16.397561924449267 48.2554124527028),21,Schöpfleuthnergasse,vor,25,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3273,
ALTSTOFFSAMMLUNGOGD.3274,POINT (16.42554734490416 48.29862214539469),21,Schuchardtstraße,neben,32,34,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3274,
ALTSTOFFSAMMLUNGOGD.3275,POINT (16.426825385841386 48.29864812285293),21,Schuchardtstraße,vor,43,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3275,
ALTSTOFFSAMMLUNGOGD.3276,POINT (16.384171646163466 48.262426977084935),21,Schulzgasse,neben,20,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3276,
ALTSTOFFSAMMLUNGOGD.3277,POINT (16.39218963936761 48.25861701466463),21,Schwaigergasse,bei,19,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3277,
ALTSTOFFSAMMLUNGOGD.3278,POINT (16.402949167187323 48.278842546378435),21,Schwemmäckergasse,vor,28,,,1,0,1,1,1," Altglas, Kunststoff, Altmetall, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3278,
ALTSTOFFSAMMLUNGOGD.3279,POINT (16.409721103932768 48.27081667631342),21,Shuttleworthstraße,,6,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3279,
ALTSTOFFSAMMLUNGOGD.3280,POINT (16.413803812052024 48.25623798665624),21,Siegfriedgasse,neben,41,,,1,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3280,
ALTSTOFFSAMMLUNGOGD.3281,POINT (16.40900320725105 48.2581074707005),21,Siegfriedgasse,gegenüber,8,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3281,
ALTSTOFFSAMMLUNGOGD.3282,POINT (16.41753541699273 48.27160189628997),21,Siemensplatz,vor,1,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3282,
ALTSTOFFSAMMLUNGOGD.3283,POINT (16.43296631599638 48.26575710299114),21,Siemensstraße,neben,161A,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3283,
ALTSTOFFSAMMLUNGOGD.3284,POINT (16.41206458861604 48.27506473925307),21,Siemensstraße,vor,17,,,1,0,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3284,
ALTSTOFFSAMMLUNGOGD.3285,POINT (16.435350894779557 48.26398954528513),21,Siemensstraße,gegenüber,180,,,1,0,1,1,1," Altmetall, Altpapier, Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3285,
ALTSTOFFSAMMLUNGOGD.3286,POINT (16.386443312533387 48.25699974950907),21,Sinawastingasse,gegenüber,2D,,,1,0,1,0,1," Kunststoff, Altmetall, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3286,
ALTSTOFFSAMMLUNGOGD.3287,POINT (16.41588790958092 48.27938214919254),21,Skraupstraße,vor,32,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3287,
ALTSTOFFSAMMLUNGOGD.3288,POINT (16.458556372267143 48.273961898380506),21,Sommerweg,gegenüber,9,,,1,0,1,1,1," Altglas, Altmetall, Kunststoff, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3288,
ALTSTOFFSAMMLUNGOGD.3289,POINT (16.458072559240186 48.26737884807118),21,Spitzweg,gegenüber,10,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3289,
ALTSTOFFSAMMLUNGOGD.3290,POINT (16.459583447857252 48.27351420350313),21,Spitzweg,gegenüber,100,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3290,
ALTSTOFFSAMMLUNGOGD.3291,POINT (16.45812611925855 48.26758401344482),21,Spitzweg,gegenüber,14,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3291,
ALTSTOFFSAMMLUNGOGD.3292,POINT (16.45851853947066 48.26867211918246),21,Spitzweg,gegenüber,30,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3292,
ALTSTOFFSAMMLUNGOGD.3293,POINT (16.45731798351233 48.265958828451794),21,Spitzweg,gegenüber,5,,,1,0,1,1,1," Altmetall, Kunststoff, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3293,
ALTSTOFFSAMMLUNGOGD.3294,POINT (16.458834118841754 48.27006607023789),21,Spitzweg,gegenüber,50,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3294,
ALTSTOFFSAMMLUNGOGD.3295,POINT (16.45899989460059 48.271225550900084),21,Spitzweg,gegenüber,66,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3295,
ALTSTOFFSAMMLUNGOGD.3296,POINT (16.459096826756166 48.27165010044571),21,Spitzweg,gegenüber,72,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3296,
ALTSTOFFSAMMLUNGOGD.3297,POINT (16.459181571172206 48.27199138701982),21,Spitzweg,gegenüber,78,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3297,
ALTSTOFFSAMMLUNGOGD.3298,POINT (16.459377131320387 48.27281431390547),21,Spitzweg,gegenüber,90,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3298,
ALTSTOFFSAMMLUNGOGD.3299,POINT (16.444875258752862 48.266919597823026),21,St.-Michael-Gasse,gegenüber,74,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3299,
ALTSTOFFSAMMLUNGOGD.3300,POINT (16.42335974296406 48.297691788620284),21,Stammersdorfer Straße,vor,146,,,1,0,1,0,1," Altpapier, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3300,
ALTSTOFFSAMMLUNGOGD.3301,POINT (16.410352523149527 48.30196605383299),21,Stammersdorfer Straße,vor,35,,,1,0,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3301,
ALTSTOFFSAMMLUNGOGD.3302,POINT (16.41695532081106 48.30161042065387),21,Steidlgasse,gegenüber,11,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3302,
ALTSTOFFSAMMLUNGOGD.3303,POINT (16.447018642297287 48.27715643894313),21,Thayagasse,gegenüber,17,,,1,0,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3303,
ALTSTOFFSAMMLUNGOGD.3304,POINT (16.42541641385098 48.27279122185174),21,Thayagasse,vor,1C,,,1,1,1,1,1," Biomüll, Altpapier, Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3304,
ALTSTOFFSAMMLUNGOGD.3305,POINT (16.45737266945615 48.279559091865835),21,Thayagasse,neben,35,,,1,0,0,1,0," Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3305,
ALTSTOFFSAMMLUNGOGD.3306,POINT (16.438382187145336 48.275437958541744),21,Thayagasse,neben,5,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3306,
ALTSTOFFSAMMLUNGOGD.3307,POINT (16.408157411471713 48.24993884687167),21,Theodor-Körner-Gasse,gegenüber,2,,,0,0,1,1,1," Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3307,
ALTSTOFFSAMMLUNGOGD.3308,POINT (16.426958710361273 48.26160684150651),21,Topasplatz,gegenüber,1,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3308,
ALTSTOFFSAMMLUNGOGD.3309,POINT (16.420771669385974 48.25985251684079),21,Töllergasse,bei,17,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3309,
ALTSTOFFSAMMLUNGOGD.3310,POINT (16.42076999801825 48.25924854166179),21,Töllergasse,gegenüber,34,,,1,1,1,1,1," Altpapier, Altglas, Kunststoff, Biomüll, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3310,
ALTSTOFFSAMMLUNGOGD.3311,POINT (16.451904369305524 48.2840994828494),21,Triestinggasse,gegenüber,17,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3311,
ALTSTOFFSAMMLUNGOGD.3312,POINT (16.451231219079254 48.28003556445499),21,Triestinggasse,neben,53,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3312,
ALTSTOFFSAMMLUNGOGD.3313,POINT (16.450884657428368 48.27803828096057),21,Triestinggasse,gegenüber,70,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3313,
ALTSTOFFSAMMLUNGOGD.3314,POINT (16.404721619629626 48.27358244377504),21,Trillergasse,gegenüber,4,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3314,
ALTSTOFFSAMMLUNGOGD.3315,POINT (16.444602995203297 48.27675909249378),21,Trisannagasse,neben,34,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3315,
ALTSTOFFSAMMLUNGOGD.3316,POINT (16.425464512284393 48.302128233770524),21,Türkenbundweg,neben,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3316,
ALTSTOFFSAMMLUNGOGD.3317,POINT (16.38325497121323 48.27003038183375),21,Überfuhrstraße,gegenüber,57,,,0,1,1,1,1," Altglas, Biomüll, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3317,
ALTSTOFFSAMMLUNGOGD.3318,POINT (16.4016662262388 48.24228599357143),21,Verbindungsweg,gegenüber,2,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3318,
ALTSTOFFSAMMLUNGOGD.3319,POINT (16.390603935136316 48.264538201136226),21,Voltagasse,vor,55,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3319,
ALTSTOFFSAMMLUNGOGD.3320,POINT (16.380946651612007 48.275875186565436),21,Voltelinistraße,neben,74,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3320,
ALTSTOFFSAMMLUNGOGD.3321,POINT (16.407100726520177 48.24240920726093),21,Warhanekgasse,gegenüber,20,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3321,
ALTSTOFFSAMMLUNGOGD.3322,POINT (16.4510916598676 48.268583922572255),21,Wassermanngasse,vor,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3322,
ALTSTOFFSAMMLUNGOGD.3323,POINT (16.448720985543094 48.26831557792638),21,Wassermanngasse,vor,2,,,0,1,1,1,1," Altglas, Altmetall, Kunststoff, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3323,
ALTSTOFFSAMMLUNGOGD.3324,POINT (16.40003747137986 48.260771258672364),21,Weisselgasse,vor,9,13,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3324,
ALTSTOFFSAMMLUNGOGD.3325,POINT (16.37950579966921 48.26935252242812),21,Weißenwolffgasse,bei,1,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3325,
ALTSTOFFSAMMLUNGOGD.3326,POINT (16.373655408861072 48.277172084660634),21,Weißenwolffgasse,vor,136,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3326,
ALTSTOFFSAMMLUNGOGD.3327,POINT (16.379046689226353 48.270751568611736),21,Weißenwolffgasse,neben,15,,,1,0,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3327,
ALTSTOFFSAMMLUNGOGD.3328,POINT (16.377893104105137 48.272796120634645),21,Weißenwolffgasse,gegenüber,53,,,1,1,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3328,
ALTSTOFFSAMMLUNGOGD.3329,POINT (16.375405762369148 48.27490488542854),21,Weißenwolffgasse,vor,80,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3329,
ALTSTOFFSAMMLUNGOGD.3330,POINT (16.409841065810475 48.24428893245791),21,Wildbadgasse,gegenüber,3,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3330,
ALTSTOFFSAMMLUNGOGD.3331,POINT (16.375696053164564 48.27713218945727),21,Wildnergasse,gegenüber,127,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3331,
ALTSTOFFSAMMLUNGOGD.3332,POINT (16.376767511669993 48.275598406683656),21,Wildnergasse,gegenüber,87,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3332,
ALTSTOFFSAMMLUNGOGD.3333,POINT (16.393527865532562 48.280195072161334),21,Winkeläckerweg,vor,3,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3333,
ALTSTOFFSAMMLUNGOGD.3334,POINT (16.460296861036507 48.27966595495076),21,Winterweg,neben,1,,,1,0,1,1,1," Kunststoff, Altmetall, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3334,
ALTSTOFFSAMMLUNGOGD.3335,POINT (16.4204039296865 48.25662003778739),21,Wolfgang-Riese-Gasse,gegenüber,4,,,1,0,1,1,1," Altglas, Altpapier, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3335,
ALTSTOFFSAMMLUNGOGD.3336,POINT (16.374584047174736 48.27750497042525),21,Wolsteingasse,gegenüber,32,,,1,0,1,1,1," Kunststoff, Altmetall, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3336,
ALTSTOFFSAMMLUNGOGD.3337,POINT (16.377983972446906 48.27749325900304),21,Wolsteingasse,neben,36,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3337,
ALTSTOFFSAMMLUNGOGD.3338,POINT (16.380612013061445 48.276970133078564),21,Wolsteingasse,vor,47,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3338,
ALTSTOFFSAMMLUNGOGD.3339,POINT (16.435555542035033 48.2592980308008),21,Zehdengasse,neben,7,,,1,0,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3339,
ALTSTOFFSAMMLUNGOGD.3472,POINT (16.519431184315977 48.21464259340991),22,Eßlinger Hauptstraße,vor,61,,,1,0,1,1,1," Kunststoff, Altmetall, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3472,
ALTSTOFFSAMMLUNGOGD.3473,POINT (16.52265432221064 48.214755487650486),22,Eßlinger Hauptstraße,,81,87,,1,0,1,1,1," Altglas, Altmetall, Altpapier, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3473,
ALTSTOFFSAMMLUNGOGD.3474,POINT (16.526517338850578 48.21411342558698),22,Eßlinger Hauptstraße,gegenüber,97,99,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3474,
ALTSTOFFSAMMLUNGOGD.3475,POINT (16.483574824341694 48.238485484183734),22,Farngasse,gegenüber,3,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3475,
ALTSTOFFSAMMLUNGOGD.3476,POINT (16.54158022007744 48.211334314228054),22,Fellnergasse,vor,29,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3476,
ALTSTOFFSAMMLUNGOGD.3477,POINT (16.423726178674258 48.2447589664385),22,Fiebrichgasse,gegenüber,5,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3477,
ALTSTOFFSAMMLUNGOGD.3478,POINT (16.43156544542964 48.252213230035245),22,Finsterergasse,neben,8,,,1,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3478,
ALTSTOFFSAMMLUNGOGD.3479,POINT (16.42655689222842 48.23501883406191),22,Fischerstrand,gegenüber,21,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3479,
ALTSTOFFSAMMLUNGOGD.3480,POINT (16.426707470387672 48.23437813433155),22,Fischerstrand,vor,23,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3480,
ALTSTOFFSAMMLUNGOGD.3481,POINT (16.438585221882082 48.23361812808182),22,Fitzweg,gegenüber,156,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3481,
ALTSTOFFSAMMLUNGOGD.3482,POINT (16.436924512484197 48.233470221010165),22,Fitzweg,gegenüber,15A,,,1,0,0,0,1," Kunststoff, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3482,
ALTSTOFFSAMMLUNGOGD.3483,POINT (16.467364246948808 48.213677657613545),22,Flachsweg,bei,24,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3483,
ALTSTOFFSAMMLUNGOGD.3484,POINT (16.476422503851552 48.19982087233766),22,Fliegerweg,gegenüber,41,,,1,0,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3484,
ALTSTOFFSAMMLUNGOGD.3485,POINT (16.437682926743644 48.223828270918936),22,Florian-Berndl-Gasse,bei,148,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3485,
ALTSTOFFSAMMLUNGOGD.3486,POINT (16.438135302620676 48.2228315185632),22,Florian-Berndl-Gasse,gegenüber,164,,,1,0,0,0,1," Altpapier, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,3486,
