FID,OBJECTID,SHAPE,KATEGORIE_TXT,ADRESSE,FLAECHE,SPORTSTAETTEN_ART,WEBLINK1,SE_ANNO_CAD_DATA
SPORTSTAETTENOGD.420,420,POINT (16.41579664819964 48.248959488781),Vereinssport outdoor,"21., An der Schanze 5-7",16885,Tennisanlage (13 Pl‰tze),http://www.tk-eden.at,
SPORTSTAETTENOGD.421,421,POINT (16.4158101743738 48.24896848330495),Sporthalle,"21., An der Schanze 5-7",1300,Tennishalle (2 Pl‰tze),http://www.tk-eden.at,
SPORTSTAETTENOGD.422,422,POINT (16.38953208149825 48.299664882515344),Sporthalle,"21., Anton-Bˆck-Gasse, Johannes-de-La-Salle-Gasse 20",1800,Tennishalle (2 Pl‰tze),http://www.topplayer.at,
SPORTSTAETTENOGD.423,423,POINT (16.391238849567443 48.29928324723332),Vereinssport outdoor,"21., Anton Bˆck Gasse, Johannes de la Salle Gasse 20",18800,"Rasenplatz,<br />Tennisanlage (10 Pl‰tze),<br />Laufbahn,<br />polysportiver Rasenplatz",http://www.topplayer.at,
SPORTSTAETTENOGD.424,424,POINT (16.409972070236464 48.24503734572173),Vereinssport outdoor,"21., Arbeiterstrandbadstraﬂe 85",15452,"Rasenplatz,<br />Beachvolleyballanlage (1 Court)",http://www.asv-wien.at/index.php?id=35,
SPORTSTAETTENOGD.425,425,POINT (16.411549436302316 48.24461724144585),Sporthalle,"21., Arbeiterstrandbadstraﬂe 85a",1200,"Tennishalle (2 Pl‰tze),<br />Sporthalle (polysportiv)",http://www.clubdanube.at/cd_index.php,
SPORTSTAETTENOGD.426,426,POINT (16.412759368980087 48.24454714055162),÷ffentlich outdoor,"21., Arbeiterstrandbadstraﬂe 85a",7400,"Tennisanlage,<br />Beachvolleypl‰tze",http://www.clubdanube.at/cd_index.php,
SPORTSTAETTENOGD.427,427,POINT (16.412607065503064 48.27747452236989),÷ffentlich outdoor,"21., Berzeliusgasse 17 gg¸",988,polysportive Hartpl‰tze,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.428,428,POINT (16.400070803202507 48.25521476380019),÷ffentlich outdoor,"21., Bodenstedtgasse 6 gg¸",500,Skateranlage,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.429,429,POINT (16.418909902503177 48.29303569623861),Vereinssport outdoor,"21., Br¸nnerstraﬂe 238",17000,Rasenplatz,,
SPORTSTAETTENOGD.430,430,POINT (16.449479433827886 48.268852282381516),÷ffentlich outdoor,"21., Bubergasse",3830,"polysportiver Rasenplatz,<br />polysportiver Hartplatz",http://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze.html,
SPORTSTAETTENOGD.431,431,POINT (16.39822176242688 48.2643818120485),÷ffentlich outdoor,"21., Demmergasse, Kuenburggasse",705,"polsportiver Hartplatz,<br />Beachvolleyballanlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.432,432,POINT (16.415187585133207 48.252861750498816),÷ffentlich outdoor,"21., Donaufelderstrasse 52 neben",60,"polysportiver Hartplatz,<br />Skateranlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.433,433,POINT (16.391864576441336 48.24380486995673),÷ffentlich outdoor,"21., Donauinsel, s¸dlich Georg-Danzer-Steg",58800,"polysportive Rasenpl‰tze,<br />Beachvolleyballpl‰tze,<br />polysportiver Hartplatz",,
SPORTSTAETTENOGD.434,434,POINT (16.381052595406505 48.25500476418244),÷ffentlich outdoor,"21., Donauinsel, zwischen Nordbr¸cke und Steinitzsteg",20300,polysportive Rasenpl‰tze,,
SPORTSTAETTENOGD.435,435,POINT (16.43814250723076 48.26968350143791),÷ffentlich outdoor,"21., Dopschstraﬂe, Max-Jellinek-Gasse",1799,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.436,436,POINT (16.43719397860481 48.26043179999837),Vereinssport outdoor,"21., Eipeldauerstraﬂe 6",17540,Kunstrasenplatz (Fuﬂball),http://www.sc-elite.at/,
SPORTSTAETTENOGD.437,437,POINT (16.394568613097054 48.25276707427803),÷ffentlich outdoor,"21., Floridsdorfer Hauptstraﬂe, An der oberen Alten Donau",705,polysportive Hartpl‰tze,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.438,438,POINT (16.41152842953291 48.25138655288899),÷ffentlich outdoor,"21., Freiligrathplatz",1000,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.439,439,POINT (16.458849889353694 48.281426282951344),÷ffentlich outdoor,"21., Gerlosplatz",1800,"polysportiver Rasenplatz,<br />polysportiver Hartplatz",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.440,440,POINT (16.393144542645018 48.25679999324198),Sporthalle,"21., Grabmayrgasse 13-18",320,Gymnastikraum 320 m≤,http://www.oetbwien.at/vereine/verein.php?id=340,
SPORTSTAETTENOGD.441,441,POINT (16.393491494906733 48.25712360715287),Vereinssport outdoor,"21., Grabmayrgasse 13-18",3150,Tennisanlage (4 Pl‰tze),http://www.oetbwien.at/vereine/verein.php?id=340,
SPORTSTAETTENOGD.442,442,POINT (16.422567369714294 48.263451004721055),Vereinssport outdoor,"21., Heinrich von Buolgasse 3",37240,"2 Rasenpl‰tze,<br />Tennisanlage (6 Pl‰tze)",https://www.cee.siemens.com/web/austria/de/corporate/ksv/sportsektionen/Pages/ksv.aspx,
SPORTSTAETTENOGD.443,443,POINT (16.422712840844227 48.26279564952888),Sporthalle,"21., Heinrich-von-Buol-Gasse 3",2500,"Tennishalle (4 Pl‰tze),<br />Schieﬂsportanlage",https://www.cee.siemens.com/web/austria/de/corporate/ksv/sportsektionen/Pages/ksv.aspx,
SPORTSTAETTENOGD.444,444,POINT (16.448809897227495 48.27199330132608),÷ffentlich outdoor,"21., Herchenhahngasse, Gitlbauergasse",602,"polysportiver Hartplatz,<br />Beachvolleyballanlage,<br />Skateranlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.445,445,POINT (16.394072102841132 48.271085494629354),÷ffentlich outdoor,"21., Hopfengasse 10-12",8400,"Tennisanlage,<br />Pool",http://www.freizeitpark21.at/index.php,
SPORTSTAETTENOGD.446,446,POINT (16.39315765430184 48.270635764249),Sporthalle,"21., Hopfengasse 10-12",350,Fitnesscenter,http://www.freizeitpark21.at/index.php,
SPORTSTAETTENOGD.447,447,POINT (16.393315561612454 48.26949683891544),Vereinssport outdoor,"21., Hopfengasse 8",28960,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball)",http://www.fac.at/,
SPORTSTAETTENOGD.448,448,POINT (16.407416542297337 48.25535262038496),÷ffentlich outdoor,"21., Hoﬂplatz 4-9 gg¸",50,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.449,449,POINT (16.450638370808985 48.28677061014434),÷ffentlich outdoor,"21., Illgasse, Kainachgasse, Aistgasse",1800,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.450,450,POINT (16.40953737878295 48.28304044402013),Vereinssport outdoor,"21., Jedlersdorfer Platz 25",22400,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball)",http://www.issadmira.com/,
SPORTSTAETTENOGD.451,451,POINT (16.403904911031624 48.27465283459686),Sporthalle,"21., Jedlersdorferstraﬂe 94",18892,"Sporthalle (7 Tennispl‰tze, 10 Badmintoncourts)",http://www.maxx-sportcenters.info/,
SPORTSTAETTENOGD.452,452,POINT (16.391749626724916 48.25603138408465),÷ffentlich outdoor,"21., Jedlerseer Strasse 25-27",5000,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.453,453,POINT (16.388802026178933 48.261652709274124),Sporthalle,"21., Jedleseerstraﬂe 66-94",1200,Sporthalle (polysportiv),http://www.wien.gv.at/freizeit/sportamt/sportstaetten/hallen/hofmann-halle.html,
SPORTSTAETTENOGD.454,454,POINT (16.43913162646231 48.2710801437948),÷ffentlich outdoor,"21., Jerusalemgasse, Koschakergasse 30",50,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.455,455,POINT (16.404891505122176 48.279806895600025),Vereinssport outdoor,"21., Jochbergengasse, Dragoungasse",25100,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball),<br />Tennisanlage (2 Pl‰tze)",http://www.usclandhaus.at/,
SPORTSTAETTENOGD.456,456,POINT (16.393474581996557 48.27364616573945),÷ffentlich outdoor,"21., Josef-Zapf-Gasse 39 gg¸",200,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.457,457,POINT (16.44096654342312 48.26597131214422),Vereinssport outdoor,"21., Julius-Ficker-Straﬂe 30",15510,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball)",http://www.sc.grossfeld.at.tt/,
SPORTSTAETTENOGD.458,458,POINT (16.397374397142016 48.267414458049345),÷ffentlich outdoor,"21., Katsushikastraﬂe",500,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.459,459,POINT (16.445178861448746 48.268308651844976),÷ffentlich outdoor,"21., Langfeldgasse, Pastorstraﬂe",300,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.460,460,POINT (16.413602380224695 48.29729706317304),÷ffentlich outdoor,"21., Luckenschwemmgasse 10 gg¸",1311,polysportiver Hartplatz,,
SPORTSTAETTENOGD.461,461,POINT (16.391316972893232 48.28950235116111),÷ffentlich outdoor,"21., M¸hlweg 63 gg¸",1800,"polysportiver Rasenplatz,<br />Skateranlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.462,462,POINT (16.363230210352143 48.281619394160856),Vereinssport outdoor,"21., Neue Donau, Segelhafen Nord",9900,"Bootssport (Segeln),<br />Beachvolleyballanlage ( 1 Court)",http://www.segelzentrum-wien.at/SZW/index.htm,
SPORTSTAETTENOGD.463,463,POINT (16.413674627501948 48.25158773885676),Vereinssport outdoor,"21., Nordmanngasse 24",28180,"2 Rasenpl‰tze,<br />Kunstrasenplatz (Fuﬂball)",http://www.srdonaufeld.at,
SPORTSTAETTENOGD.464,464,POINT (16.415393029977096 48.250916039691276),Vereinssport outdoor,"21., Nordmanngasse 58",7360,Tennisanlage (9 Pl‰tze),"http://www.tenniswien.at/1054,YTo0OntzOjE6ImIiO2k6MTtzOjE6ImUiO2k6MjA7czoxOiJkIjtzOjEyOiJWZXJlaW5OYW1lLTAiO3M6MToibSI7czo1OiIxMDA2OSI7fQ==,20,2.html",
SPORTSTAETTENOGD.465,465,POINT (16.410578433468718 48.292152344724634),÷ffentlich outdoor,"21., Orasteig",3540,"polysportiver Rasenplatz,<br />Beachvolleyballplatz",,
SPORTSTAETTENOGD.466,466,POINT (16.436992098678203 48.27274737996436),÷ffentlich outdoor,"21., Oswald-Redlich-Straﬂe 1",549,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.467,467,POINT (16.443789667745822 48.273875239229554),Vereinssport outdoor,"21., Oswald-Redlich-Straﬂe 17a",3020,Stockschieﬂanlage,http://www.esv-leopoldau.com/,
SPORTSTAETTENOGD.468,468,POINT (16.44480391454833 48.27120797824556),Sporthalle,"21., Pastorstraﬂe 29",2120,Sporthalle (polysportiv),http://www.wien.gv.at/freizeit/sportamt/sportstaetten/hallen/grossfeld.html,
SPORTSTAETTENOGD.469,469,POINT (16.422380279799793 48.275849117986525),÷ffentlich outdoor,"21., Pfendlergasse, Ruthnergasse",2760,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.470,470,POINT (16.392194727026126 48.253669636942675),Vereinssport outdoor,"21., Pichelwangergasse, F‰nnergasse 3",21260,2 Rasenpl‰tze,http://www.wbc-ix.at/index.htm,
SPORTSTAETTENOGD.471,471,POINT (16.40271349901245 48.260593833514704),Sporthalle,"21., Pitkagasse 4",1200,Bowlinghalle,http://www.bowlingcenter.at/index1,
SPORTSTAETTENOGD.472,472,POINT (16.40250408157677 48.25301699718849),Vereinssport outdoor,"21., Prieﬂnitzgasse 16",7600,"polysportiver Rasenplatz,<br />2 Mehrzweckhartpl‰tze,<br />Leichtathletikanlage",http://www.wien.gv.at/freizeit/sportamt/sportstaetten/anlagen/jugendsport/ringelseeplatz.html,
SPORTSTAETTENOGD.473,473,POINT (16.42733350684465 48.282162832423715),Sporthalle,"21., Ruthnergasse 170",2200,"Sporthalle (Badminton, Squash, Tennis, Indoorgolf)",http://www.marco-polo.co.at/,
SPORTSTAETTENOGD.474,474,POINT (16.427128674121672 48.28136918979183),÷ffentlich outdoor,"21., Ruthnergasse 170",61778,"Golfanlage,<br />Tennisanlage,<br />Minigolfanlage",http://www.marco-polo.co.at/,
SPORTSTAETTENOGD.475,475,POINT (16.427258894258937 48.280028482413464),÷ffentlich outdoor,"21., Ruthnergasse, s¸dlich Katharina Scheiter Gasse",27010,Golfanlage (Driving Range),http://www.marco-polo.co.at/,
SPORTSTAETTENOGD.476,476,POINT (16.455890225271762 48.27719780738864),÷ffentlich outdoor,"21., Schererstraﬂe, Oswald-Redlich-Straﬂe 56 gg¸",1620,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.477,477,POINT (16.413446635204636 48.26080763724904),Vereinssport outdoor,"21., Steinheilgasse 4",18480,"Rasenplatz,<br />Tennisanlage (4 Pl‰tze),<br />Beachvolleyballanlage (1 Court),<br />Pool",http://www.bsvshell.at/index.php,
SPORTSTAETTENOGD.478,478,POINT (16.413908402185307 48.26020540414776),Sporthalle,"21., Steinheilgasse 4",1800,Tennishalle (3 Pl‰tze),http://www.bsvshell.at/index.php,
SPORTSTAETTENOGD.479,479,POINT (16.378652367927927 48.28997922047024),Vereinssport outdoor,"21., Stowassergasse 7-9",5620,Tennisanlage (9 Pl‰tze),http://www.wtc-dirnelwiese.at/,
SPORTSTAETTENOGD.480,480,POINT (16.39226130863345 48.25936648509011),÷ffentlich outdoor,"21., Tetmajergasse 8 neben",300,"polysportiver Rasenplatz,<br />polysportiver Hartplatz",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.481,481,POINT (16.382499509343795 48.27891377734538),÷ffentlich outdoor,"21., Tomaschekstraﬂe, Schlossergasse",1000,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.482,482,POINT (16.405486645958078 48.27412119294572),÷ffentlich outdoor,"21., Trillergasse",7430,polysportiver Rasenplatz,http://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze.html,
SPORTSTAETTENOGD.483,483,POINT (16.412949891114856 48.27483725542435),÷ffentlich outdoor,"21., Wankel‰ckergasse, Siemensstraﬂe 26 gg¸",1500,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.484,484,POINT (16.454574132136237 48.2680671506548),÷ffentlich outdoor,"21., Wassermanngasse, Seyringer Straﬂe",762,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.485,485,POINT (16.38275073894276 48.26940835646508),Vereinssport outdoor,"21., ‹berfuhrstraﬂe 16a",6570,Rasenplatz,http://www.oetbwien.at/vereine/verein.php?id=346,
SPORTSTAETTENOGD.486,486,POINT (16.380502570543612 48.26930654651172),Vereinssport outdoor,"21., ‹berfuhrstraﬂe 2b",32020,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball),<br />Laufbahn,<br />Tennisanlage (7 Pl‰tze)",http://www.sc-columbia.at,
SPORTSTAETTENOGD.487,487,POINT (16.383944184750305 48.26980410074003),÷ffentlich outdoor,"21., ‹berfuhrstraﬂe 61 gg¸",1000,"polysportiver Rasenplatz,<br />polysportiver Hartplatz",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.488,488,POINT (16.428838898717807 48.217909347094086),÷ffentlich outdoor,"22., Am Kaiserm¸hlendamm neben Hausboot",700,Beachvolleyballanlage,http://www.vcbc.at/v1/,
SPORTSTAETTENOGD.489,489,POINT (16.41979939565525 48.2254212695812),÷ffentlich outdoor,"22., Am Kaiserm¸lendamm, Rudolf-Nurejew-Promenade 2 neben",1200,Kletteranlage,http://donauinsel-kletterpark.somersault.co.at/,
SPORTSTAETTENOGD.490,490,POINT (16.418269097233992 48.22581938298359),÷ffentlich outdoor,"22., Am Kaiserm¸lendamm, Rudolf-Nurejew-Promenade 2 neben",16914,"polysportiver Hartplatz,<br />Skateranlage",,
SPORTSTAETTENOGD.491,491,POINT (16.46045055832167 48.211008473485755),Vereinssport outdoor,"22., Am M¸hlwasser 30",15000,Reitsportanlage,http://www2.reitenwien.at//index.php?option=com_contact&task=view&contact_id=36&Itemid=136,
SPORTSTAETTENOGD.492,492,POINT (16.476035176765496 48.212593912312876),÷ffentlich outdoor,"22., Am M¸llnermais, Wulzendorfstraﬂe",50,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.493,493,POINT (16.436561897648385 48.21299052819814),÷ffentlich outdoor,"22., Am Wehr, Neue Donau 1",3060,Wasserskilift,http://www.wakeboardlift.at/,
SPORTSTAETTENOGD.494,494,POINT (16.439182086321818 48.21151025902924),Vereinssport outdoor,"22., Am Wehr, Neue Donau 3",6900,Wassersprungschanze,http://www.freestyle.at/,
SPORTSTAETTENOGD.495,495,POINT (16.455794729916438 48.24889511521039),Vereinssport outdoor,"22., Am langen Felde 60",21160,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball),<br />Tennisanlage (1 Platz)",http://www.ksc-fcb-donaustadt.at/,
SPORTSTAETTENOGD.496,496,POINT (16.49114856965698 48.22591857247271),÷ffentlich outdoor,"22., An den alten Schanzen 80",979,"polysportiver Rasenplatz,<br />polysportiver Hartplatz",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.497,497,POINT (16.430850015461754 48.23633745538597),Vereinssport outdoor,"22., An der Unteren Alten Donau 13",2500,"Bootsport (Rudern, Kanu)",http://wrkdonau.wordpress.com/,
SPORTSTAETTENOGD.498,498,POINT (16.43201379919134 48.23562594242665),Vereinssport outdoor,"22., An der Unteren Alten Donau 21",820,"Bootsport (Rudern, Kanu)",http://argowien.at/,
SPORTSTAETTENOGD.499,499,POINT (16.432620429032383 48.23479509831051),Vereinssport outdoor,"22., An der Unteren Alten Donau 31",810,"Bootsport (Rudern, Kanu, Segeln)",http://www.skh.at/index.php/ger/sektionen/segeln,
SPORTSTAETTENOGD.500,500,POINT (16.433354687260536 48.23327355984686),Vereinssport outdoor,"22., An der Unteren Alten Donau 47",1280,"Bootsport (Rudern, Kanu)",http://www.rv-friesen.at/,
SPORTSTAETTENOGD.501,501,POINT (16.433473691373926 48.23299485162894),Vereinssport outdoor,"22., An der Unteren Alten Donau 49",1200,"Bootsport (Rudern, Kanu)",http://www.lia.at/,
SPORTSTAETTENOGD.502,502,POINT (16.434350603120574 48.23211808351095),Vereinssport outdoor,"22., An der Unteren Alten Donau 61",700,"Bootsport (Rudern, Kanu)",http://www.svws.at/wordpress/,
SPORTSTAETTENOGD.503,503,POINT (16.43052043641816 48.23719567155486),Vereinssport outdoor,"22., An der Unteren Alten Donau 7",1000,"Bootsport (Rudern, Kanu)",http://www.ellida.at/,
SPORTSTAETTENOGD.504,504,POINT (16.440750061540847 48.251382274536994),Vereinssport outdoor,"22., Anton Sattler-Gasse 113a",5110,Tennisanlage (7 Pl‰tze),http://www.az-events.at/,
SPORTSTAETTENOGD.505,505,POINT (16.44092114276957 48.25108570570335),Vereinssport outdoor,"22., Anton-Sattlergasse 92-96",8660,"polysportiver Rasenplatz,<br />Tennisanlage ( 5 Tennispl‰tze),<br />Schieﬂanlage",http://www.tvkagran.at/,
SPORTSTAETTENOGD.506,506,POINT (16.422250866442262 48.23854933958538),Vereinssport outdoor,"22., Arbeiterstrandbadstraﬂe 128",128865,"4 Rasenpl‰tze,<br />Tennisanlage (21 Pl‰tze),<br />Beachvolleyballanlage (10 Courts)",http://www.sportcenter-donaucity.at/,
SPORTSTAETTENOGD.507,507,POINT (16.422264343863734 48.23855832261101),Sporthalle,"22., Arbeiterstrandbadstraﬂe 128",3500,"Sporthalle (Fuﬂball),<br />Tennishalle (5 Pl‰tze)",http://www.sportcenter-donaucity.at/,
SPORTSTAETTENOGD.508,508,POINT (16.433872284165243 48.24592582347248),Sporthalle,"22., Attemsgasse 1",23810,"Sporthallen (Eissport),<br />Kegelbahn",http://www.wien.gv.at/freizeit/sportamt/sportstaetten/eisanlagen/schulz-halle.html,
SPORTSTAETTENOGD.509,509,POINT (16.44325989481441 48.24034756283149),Sporthalle,"22., Bernoullistraﬂe 9",10950,Tennishalle (7 Pl‰tze),http://www.maxx-sportcenters.info/,
SPORTSTAETTENOGD.510,510,POINT (16.482058205049096 48.214841548728664),Vereinssport outdoor,"22., Biberhaufenweg 18",12210,Kunstrasenplatz (Fuﬂball),http://www.sv-aspern.at/blog/,
SPORTSTAETTENOGD.511,511,POINT (16.479622605587327 48.2136229837506),Vereinssport outdoor,"22., Biberhaufenweg 18a",18440,Tennisanlage (7 Pl‰tze),http://tc-aspern.tennisstueberl.com/,
SPORTSTAETTENOGD.512,512,POINT (16.482759904817588 48.27047860635523),Vereinssport outdoor,"22., Campingplatzweg 247",60800,Reitsportanlage,http://pferdesportzentrum.npage.at,
SPORTSTAETTENOGD.513,513,POINT (16.5220104558768 48.213271218490156),÷ffentlich outdoor,"22., Colerusgasse, Gleichgasse",520,"polysportiver Rasenplatz,<br />polysportiver Hartplatz",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.514,514,POINT (16.428794166189334 48.22402804730444),Sporthalle,"22., Dampfschiffhaufen 2",1000,Sporthalle (polysportiv),http://www.polizeisv-wien.at,
SPORTSTAETTENOGD.515,515,POINT (16.42929527515052 48.224011642282974),Vereinssport outdoor,"22., Dampfschiffhaufen 2",34450,"Kunstrasenplatz (Fuﬂball),<br />Beachvolleyballanlage (1 Court),<br />Leichtathletikanlage",http://www.polizeisv-wien.at,
SPORTSTAETTENOGD.516,516,POINT (16.432635028696826 48.21909044036948),Vereinssport outdoor,"22., Dampfschiffhaufen 41",4440,"Bootsport (Rudern, Kanu)",http://www.wrc-donaubund.at/,
SPORTSTAETTENOGD.517,517,POINT (16.43307996219905 48.21825577012849),Vereinssport outdoor,"22., Dampfschiffhaufen 51-53",3190,"Bootsport (Rudern, Kanu)",http://www.sc-donau.at/,
