FID,OBJECTID,SHAPE,BEZEICHNUNG,BETREIBER,ADRESSE,WEBLINK1,TYP_TXT,TXTATT1,KONTAKT,SE_ANNO_CAD_DATA
KINDERGARTENOGD.877277,877277,POINT (16.411560944035518 48.28955604040202),Kindergarten,Wiener Kindergärten,"21., Gschweidlgasse 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 861 990,
KINDERGARTENOGD.877278,877278,POINT (16.41300451653206 48.28654142173402),Kindergarten,Wiener Kindergärten,"21., Hahnemanngasse 10",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 996,
KINDERGARTENOGD.877279,877279,POINT (16.392803754191032 48.271749589228925),Kindergarten,Wiener Kindergärten,"21., Hopfengasse 7",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 200,
KINDERGARTENOGD.877280,877280,POINT (16.404566678553515 48.275281507649154),Kindergarten,Wiener Kindergärten,"21., Jedlersdorfer Straße 96",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 861 754,
KINDERGARTENOGD.877281,877281,POINT (16.41082119405471 48.288771520357564),Kindergarten,Wiener Kindergärten,"21., Jedlersdorfer Straße 182",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationsfamiliengruppe 0-6 Jahre",Öffentlich,+43 676 811 862 001,
KINDERGARTENOGD.877282,877282,POINT (16.4023477206205 48.28049626974095),Kindergarten,Wiener Kindergärten,"21., Jochbergengasse 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Hortgruppe 6-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 861 847,
KINDERGARTENOGD.877283,877283,POINT (16.398204601599318 48.24578138469585),Kindergarten,Wiener Kindergärten,"21., Kugelfanggasse 8a",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 942,
KINDERGARTENOGD.877284,877284,POINT (16.447886732269524 48.26810874197051),Kindergarten,Wiener Kindergärten,"21., Kürschnergasse 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 228,
KINDERGARTENOGD.877285,877285,POINT (16.446040056683998 48.27448292927277),Kindergarten,Wiener Kindergärten,"21., Kürschnergasse 13",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 059,
KINDERGARTENOGD.877286,877286,POINT (16.411132526501763 48.30056964890451),Kindergarten,Wiener Kindergärten,"21., Luckenschwemmgasse 18",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 861 374,
KINDERGARTENOGD.877287,877287,POINT (16.453601254211414 48.26727361017379),Kindergarten,Wiener Kindergärten,"21., Meistergasse 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Integrationshort 6-10 Jahre,<br>Heilpädagogischer Hort 6-10 Jahre",Öffentlich,+43 676 811 862 236,
KINDERGARTENOGD.877288,877288,POINT (16.401813608858507 48.27764001886408),Kindergarten,Wiener Kindergärten,"21., Mitterhofergasse 2",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Öffentlich,+43 676 811 861 256,
KINDERGARTENOGD.877289,877289,POINT (16.41209838170248 48.286487436665695),Kindergarten,Wiener Kindergärten,"21., Ocwirkgasse 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 007,
KINDERGARTENOGD.877290,877290,POINT (16.412371602310486 48.276413946304395),Kindergarten,Wiener Kindergärten,"21., Osergasse 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Kindergarten 3-6 Jahre,Öffentlich,+43 676 811 861 750,
KINDERGARTENOGD.877291,877291,POINT (16.409991038002254 48.25614094791373),Kindergarten,Wiener Kindergärten,"21., Mengergasse 33",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Hortgruppe 6-10 Jahre,Öffentlich,+43 676 811 861 851,
KINDERGARTENOGD.877366,877366,POINT (16.390759424543287 48.266609415117614),Krabbelhaus,Verein ´FKB - Flexible Kinderbetreuung in Wien´,"21., Gerstlgasse 27",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,270 13 34,
KINDERGARTENOGD.877367,877367,POINT (16.46530754270056 48.23592068538601),Privatkdg. ´Sprösslinge´,Frau Karin Freiberger,"22., Claretinergasse 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877368,877368,POINT (16.437645715907617 48.25058476226542),Ver.Päd.Init. Nesthäkchen,Verein Pädagogische Initative Nesthäkchen,"22., Donaufelder Straße 225",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877369,877369,POINT (16.409931035008803 48.23393211741864),Vienna English Preschool,Verein ´Vienna English Preschool´,"22., Leonard-Bernstein-Straße 4-6/4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877370,877370,POINT (16.421782073021603 48.22627989970347),Kindergarten,Kinder in Wien,"22., Schiffmühlenstraße 59",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877371,877371,POINT (16.331695543498366 48.23739888215587),Kindergarten,Verein Kindergruppen BOKU,"19., Borkowskigasse 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877372,877372,POINT (16.404490471403218 48.197393373992234),Kindergarten,Wiener Kinderfreunde,"3., Hagenmüllergasse 32",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 714 22 94,
KINDERGARTENOGD.877373,877373,POINT (16.38909765295869 48.19652934688151),Kindergarten,Wiener Kinderfreunde,"3., Juchgasse 27",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Familiengruppe 0-6 Jahre,<br>Familiengruppe 3-10 Jahre",Privat,+43 1 715 10 70-1303,
KINDERGARTENOGD.877374,877374,POINT (16.390837396501194 48.196356671004054),Betriebskindergarten - KA-Rudolfstiftung,Wiener Kinderfreunde,"3., Juchgasse 25",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 711 65-1951,
KINDERGARTENOGD.877375,877375,POINT (16.390787478863047 48.200637634308514),Kindergarten,Wiener Kinderfreunde,"3., Pfarrhofgasse 14",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 713 99 44,
KINDERGARTENOGD.877376,877376,POINT (16.374987204578186 48.19384152901007),Betriebskindergarten - Arbeiterkammer Wien,Wiener Kinderfreunde,"4., Plößlgasse 13",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 501 65-3040,
KINDERGARTENOGD.877377,877377,POINT (16.371613350304184 48.186400384849556),Kindergarten,Wiener Kinderfreunde,"4., Schelleingasse 28",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 504 64 29,
KINDERGARTENOGD.877378,877378,POINT (16.359266383213825 48.19499789709765),Kindergarten,Wiener Kinderfreunde,"5., Franzensgasse 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,+43 1 587 37 90,
KINDERGARTENOGD.877379,877379,POINT (16.360571993117208 48.18244499671503),Kindergarten,Wiener Kinderfreunde,"5., Gassergasse 48",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Halbtagskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,+43 1 544 73 86,
KINDERGARTENOGD.877380,877380,POINT (16.351936406600863 48.180520346619375),Kindergarten,Wiener Kinderfreunde,"5., Margaretengürtel 76-80",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 548 22 86,
KINDERGARTENOGD.877381,877381,POINT (16.355214699873564 48.18706402988011),Kindergarten,Wiener Kinderfreunde,"5., Spengergasse 32",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 545 42 81,
KINDERGARTENOGD.877292,877292,POINT (16.445761140863286 48.2737672570009),Kindergarten,Wiener Kindergärten,"21., Oswald-Redlich-Straße 36",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 014,
KINDERGARTENOGD.877293,877293,POINT (16.451351221531187 48.27432808200329),Kindergarten,Wiener Kindergärten,"21., Oswald-Redlich-Straße 48",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 244,
KINDERGARTENOGD.877294,877294,POINT (16.391417562885973 48.271855124281885),Kindergarten,Wiener Kindergärten,"21., Prager Straße 92/5",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 250,
KINDERGARTENOGD.877295,877295,POINT (16.419835051262595 48.28651389578326),Kindergarten,Wiener Kindergärten,"21., Rittingergasse 29A",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Hortgruppe 6-10 Jahre,Öffentlich,+43 676 811 861 110,
KINDERGARTENOGD.877296,877296,POINT (16.384525553036283 48.29228201778025),Kindergarten,Wiener Kindergärten,"21., Roda-Roda-Gasse 9",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 255,
KINDERGARTENOGD.877297,877297,POINT (16.389865550031065 48.29172666053965),Kindergarten,Wiener Kindergärten,"21., Roggegasse 35",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 263,
KINDERGARTENOGD.877298,877298,POINT (16.3965889038401 48.25331874474544),Kindergarten,Wiener Kindergärten,"21., Schöpfleuthnergasse 4a",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 861 073,
KINDERGARTENOGD.877299,877299,POINT (16.41502126680893 48.29210684264446),Kindergarten,Wiener Kindergärten,"21., Schumpeterweg 4",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 065,
KINDERGARTENOGD.877300,877300,POINT (16.418659538974246 48.280606396033555),Kindergarten,Wiener Kindergärten,"21., Schwanngasse 11",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Integrationsfamiliengruppe 3-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 861 946,
KINDERGARTENOGD.877301,877301,POINT (16.41731359885391 48.27494630828265),Kindergarten,Wiener Kindergärten,"21., Scottgasse 8",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 076,
KINDERGARTENOGD.877302,877302,POINT (16.38413073832634 48.276538487272916),Kindergarten,Wiener Kindergärten,"21., Tomaschekstraße 42",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 861 402,
KINDERGARTENOGD.877303,877303,POINT (16.41551721883536 48.286735131976606),Kindergarten,Wiener Kindergärten,"21., Voglgasse 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 877,
KINDERGARTENOGD.877304,877304,POINT (16.441467486544976 48.27010308638642),Kindergarten,Wiener Kindergärten,"21., Walter-Schwarzacher-Gasse 5/68",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 861 152,
KINDERGARTENOGD.877305,877305,POINT (16.418244473277298 48.2285448892032),Kindergarten,Wiener Kindergärten,"22., Schiffmühlenstraße 10",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 302,
KINDERGARTENOGD.877306,877306,POINT (16.474377042864567 48.2161373395774),Kindergarten,Wiener Kindergärten,"22., Bergengasse 6",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 861 130,
KINDERGARTENOGD.877307,877307,POINT (16.439587368876676 48.24054347127842),Kindergarten,Wiener Kindergärten,"22., Bernoullistraße 4",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 700,
KINDERGARTENOGD.877308,877308,POINT (16.442507124218157 48.261335396557186),Kindergarten,Wiener Kindergärten,"22., Brioschiweg 4",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 783,
KINDERGARTENOGD.877309,877309,POINT (16.434453752143988 48.25410950939737),Kindergarten,Wiener Kindergärten,"22., Doeltergasse 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 039,
KINDERGARTENOGD.877310,877310,POINT (16.44030854157901 48.258281016869),Kindergarten,Wiener Kindergärten,"22., Eipeldauer Straße 25",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 161,
KINDERGARTENOGD.877311,877311,POINT (16.44567439473378 48.23408417712393),Kindergarten,Wiener Kindergärten,"22., Erzherzog-Karl-Straße 65",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Familiengruppe 3-10 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 861 395,
KINDERGARTENOGD.877312,877312,POINT (16.525989477334033 48.212043530556194),Kindergarten,Wiener Kindergärten,"22., Grosserweg 8",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Öffentlich,+43 676 811 861 921,
KINDERGARTENOGD.877313,877313,POINT (16.49055009164978 48.22669359866467),Kindergarten,Wiener Kindergärten,"22., Hagedornweg 2",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 862 299,
KINDERGARTENOGD.877314,877314,POINT (16.471390142947584 48.21543358176865),Kindergarten,Wiener Kindergärten,"22., Hammerfestweg 3",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 307,
KINDERGARTENOGD.877315,877315,POINT (16.456501518145284 48.21769825541836),Kindergarten,Wiener Kindergärten,"22., Hardeggasse 67",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Öffentlich,+43 676 811 861 777,
KINDERGARTENOGD.877316,877316,POINT (16.45612545476794 48.2153626739763),Kindergarten,Wiener Kindergärten,"22., Hardeggasse 69",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 861 720,
KINDERGARTENOGD.877317,877317,POINT (16.47987522903658 48.249861256197065),Kindergarten,Wiener Kindergärten,"22., Kalmusweg 57",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Familiengruppe 3-10 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 861 121,
KINDERGARTENOGD.877318,877318,POINT (16.446414973127116 48.228362481132365),Kindergarten,Wiener Kindergärten,"22., Lange Allee 11-13",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 861 910,
KINDERGARTENOGD.877319,877319,POINT (16.458656858298532 48.22269500509386),Kindergarten,Wiener Kindergärten,"22., Langobardenstraße 53",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 861 343,
KINDERGARTENOGD.877320,877320,POINT (16.477759851510342 48.21720673413696),Kindergarten,Wiener Kindergärten,"22., Langobardenstraße 176",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 861 894,
KINDERGARTENOGD.877321,877321,POINT (16.452802552545496 48.26008543632912),Kindergarten,Wiener Kindergärten,"22., Lieblgasse 2/32",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Familiengruppe 3-10 Jahre,<br>Hortgruppe 6-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 861 929,
KINDERGARTENOGD.877322,877322,POINT (16.446561897629643 48.25096396210155),Kindergarten,Wiener Kindergärten,"22., Lorenz-Kellner-Gasse 15",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Heilpädagogischer Hort 6-10 Jahre,Öffentlich,+43 676 811 861 916,
KINDERGARTENOGD.877323,877323,POINT (16.457069513416066 48.25239650790572),Kindergarten,Wiener Kindergärten,"22., Markomannenstraße 18",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 861 008,
KINDERGARTENOGD.877324,877324,POINT (16.443934763159827 48.26114242316683),Kindergarten,Wiener Kindergärten,"22., Melangasse 5",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 861 140,
KINDERGARTENOGD.877325,877325,POINT (16.456746769252938 48.25664546025959),Kindergarten,Wiener Kindergärten,"22., Mira-Lobe-Weg 5",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 351,
KINDERGARTENOGD.877326,877326,POINT (16.473838455590922 48.24664938250458),Kindergarten,Wiener Kindergärten,"22., Pastinakweg 12",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 869 461,
KINDERGARTENOGD.877327,877327,POINT (16.48199252449712 48.23969006493215),Kindergarten,Wiener Kindergärten,"22., Pirquetgasse 6a",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 861 869,
KINDERGARTENOGD.877328,877328,POINT (16.443734484855767 48.24401631439062),Kindergarten,Wiener Kindergärten,"22., Portnergasse 42",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 888,
KINDERGARTENOGD.877329,877329,POINT (16.471137232871474 48.234127857121514),Kindergarten,Wiener Kindergärten,"22., Quadenstraße 8",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 861 653,
KINDERGARTENOGD.877330,877330,POINT (16.52673358504144 48.21813849973438),Kindergarten,Wiener Kindergärten,"22., Rosenbergstraße 35",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 861 422,
KINDERGARTENOGD.877331,877331,POINT (16.449202137922892 48.233524534000956),Kindergarten,Wiener Kindergärten,"22., Rugierstraße 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 862 315,
KINDERGARTENOGD.877332,877332,POINT (16.473421897247558 48.21699004768801),Kindergarten,Wiener Kindergärten,"22., Sandefjordgasse 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre,<br>Hortgruppe 6-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 869 076,
KINDERGARTENOGD.877333,877333,POINT (16.422693372753162 48.22993807830452),Kindergarten,Wiener Kindergärten,"22., Schödlbergergasse 7",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 861 281,
KINDERGARTENOGD.877334,877334,POINT (16.474056751247254 48.23460057669248),Kindergarten,Wiener Kindergärten,"22., Schrebergasse 38",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 323,
KINDERGARTENOGD.877335,877335,POINT (16.419044301832923 48.23074196928878),Kindergarten,Wiener Kindergärten,"22., Schüttaustraße 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationsfamiliengruppe 3-10 Jahre",Öffentlich,+43 676 811 861 295,
